Unnamed: 0,title,allsides_summary_text,external_link,bias
24,Seattle city councilmember introduces resolution to acknowledge 'failure' of defund the police movement,"Seattle councilmember Rob Saka introduced a resolution to completely cut ties with any commitments to defund the police.
After the murder of unarmed Minneapolis resident George Floyd in 2020, the slogan and movement to ""Defund the Police"" swept the country. Yet in the wake of a reported rise in crime in multiple cities across the country, politicians, even in Democratic Party strongholds, have sought to distance themselves from the idea.",https://www.foxnews.com/media/seattle-city-councilmember-introduces-resolution-acknowledge-failure-defund-police-movement,Center
25,Wisconsin appeals court won’t stop Musk’s $1 million payments to voters after attorney general sues,"A Wisconsin appellate court denied the state Democratic attorney general’s request to stop billionaire Elon Musk from handing over $1 million checks to two voters at a rally planned for Sunday, just two days before a closely contested Supreme Court election.
The denial Saturday by the Wisconsin court of appeals is the latest twist in Musk’s deep involvement in the race, which has set a record for spending in a judicial election and has become a litmus test for the opening months of Donald Trump’s presidency. Trump and Musk are backing Waukesha County...",https://apnews.com/article/wisconsin-supreme-court-musk-million-dollar-checks-43fa79215e16c333a1079a86cb9aab08,Left
26,RFK Jr. Tells Governor to His Face He Needs to Lose 30 Pounds,"Health and Human Services (HHS) Secretary Robert F. Kennedy Jr. challenged West Virginia Governor Patrick Morrisey on Friday to lose 30 pounds and participate in a monthly ""public weigh-in.""
""I said to Governor Morrisey the first time I saw him, 'You look like you ate Governor Morrisey,'"" Kennedy quipped.",https://www.newsweek.com/rfk-jr-west-virginia-governor-patrick-morrisey-weight-2052287,Center
27,Deregulation in Argentina: Milei Takes “Deep Chainsaw” to Bureaucracy and Red Tape,"At the heart of Argentina’s chronically crisis-prone economy is a political system that encourages unconstrained public spending and overregulation in the extreme. It is the system set up by Juan Domingo Perón in the 1940s that strengthened in subsequent decades, and that President Javier Milei promised to cut down with a chainsaw and replace with classical-liberal policies of the kind that made his country one of the most prosperous in the world a century ago.",https://www.cato.org/free-society/spring-2025/deregulation-argentina-milei-takes-deep-chainsaw-bureaucracy-red-tape,Lean Right
28,Trump says he ‘couldn’t care less’ if foreign automakers raise prices due to tariffs,"President Donald Trump told NBC News in an interview Saturday that he would not fire anyone involved in the Signal group chat where military attack plans were inadvertently divulged to a journalist, and later added he “couldn’t care less” if automakers raised prices due to new tariffs.
In a phone interview that lasted more than 10 minutes, Trump also discussed his commitment to annexing Greenland and reiterated that a military option was not off the table.",https://www.nbcnews.com/politics/donald-trump/trump-says-couldnt-care-less-automakers-raise-prices-tariffs-rcna198731,Lean Left
0,Fox defense for negligent texting of war plans: Top Trump national security officials are incompetent,"Fox News personalities’ new argument in support of their former colleagues who discussed pending military strikes on an unsecured text chain is that those former colleagues — now America’s top military, national security, and intelligence officials — are easy to deceive.
On Monday, The Atlantic’s Jeffrey Goldberg revealed that former Fox host turned Defense Secretary Pete Hegseth had divulged “operational details of forthcoming strikes on Yemen” in a Signal group that included top officials like former Fox contributor and Director of National Intelligence Tulsi Gabbard, and Goldberg himself, who was apparently accidentally...",https://www.mediamatters.org/fox-news/fox-defense-negligent-texting-war-plans-top-trump-national-security-officials-are,Left
1,"PBS, NPR Cover Their Own Bosses, Downplay Ridiculous Bias Denial","PBS and NPR each faced the difficulty on Wednesday night of covering their own bosses taking tough questions from Republicans at the Capitol in a hearing on Wednesday. PBS actually aired a Republican citing us -- just as a ""conservative media watchdog group."" NPR didn't want to seriously engage in anything.
PBS correspondent William Brangham included plenty of Republican and Democrat soundbites from the hearing. He also aired PBS boss Paula Kerger claiming that the drag queen singing to children ""The Hips on the Drag Queen Go Swish Swish Swish""...",https://newsbusters.org/blogs/nb/tim-graham/2025/03/27/pbs-npr-cover-their-own-bosses-downplay-ridiculous-bias-denial,Right
2,Stop Litigation-Industrial Complex Anti-MAGA War,"On Monday, the Trump administration struck back at the legal-industrial complex's war against MAGA. President Donald Trump's Justice Department filed an emergency request asking the Supreme Court to take a stand on the ""epidemic"" of national injunctions that leftist district court judges are using to halt the Trump agenda.
Trump's lawyers said on Monday that only the Supreme Court can stop this ""power grab.""",https://www.newsmax.com/mccaughey/judges-litigation-presidential-authority/2025/03/27/id/1204568/,Right
3,Four lingering questions about Trump officials' Signal chat,"For the past 48 hours, top White House officials have faced questions from lawmakers and the press about how a journalist came to join a sensitive group chat for an upcoming military operation - and why President Donald Trump's national security team was sharing sensitive information in an unsecure manner.
The Atlantic first reported details of the group chat on the platform Signal after its editor in chief, Jeffrey Goldberg, was added to it. He followed the thread as top Trump administration officials discussed upcoming military strikes against the Houthis in Yemen.",https://www.bbc.com/news/articles/c5y41xdrxnyo,Center
4,"Trump's auto tariffs draw rebukes, concern from U.S. trading partners","Following President Trump's announcement of 25% tariffs on cars and car parts imported into the United States, America's trading partners around the world have roundly condemned the policy. Mr. Trump said the tariffs will take effect on April 2, fueling a boom — he promised — in American economic growth.
He said there would be a transition period before Americans reap the benefits of his tariffs-led foreign and economic policy, but for the myriad nations that sell automobiles and components to the U.S., the impacts could be rapid, and devastating.",https://www.cbsnews.com/news/trump-auto-tariffs-25-percent-rebuke-concern-us-trading-partners/,Lean Left
5,"Professional Advice to Trump Administration: ‘Tell It Early, Tell It All, Tell It Yourself’","That advice – about telling the truth early, all, and yourself – has been my core strategy as a lawyer who specializes in crisis management and media communications strategy. It is the subtitle of a book I wrote 20 years ago. Pete Hegseth, for one, could ask his former Fox News Channel colleague, Sean Hannity, who often introduced me when I was a guest on his show as the “Tell it early, all, yourself” crisis management expert.
I have followed this strategy for the past 30 years to help clients –...",https://www.realclearpolitics.com/articles/2025/03/27/professional_advice_to_trump_administration_tell_it_early_tell_it_all_tell_it_yourself.html,Lean Right
6,Trump administration is pointing spy satellites at US border,"The Trump administration has directed two intelligence agencies to train their satellite surveillance capabilities on the U.S.-Mexico border region as part of a sweeping crackdown on illegal immigration and drug cartels.
The National Geospatial-Intelligence Agency (NGA) and the National Reconnaissance Office (NRO), which are part of the Department of Defense, oversee spy satellites and analyze imagery for the Pentagon and other intelligence organizations.",https://www.reuters.com/world/us/trump-administration-directs-spy-satellite-agencies-surveil-us-mexico-border-2025-03-27/,Center
7,Incompetent or Evil: A False Dichotomy,"The amount of damage the second Trump administration has already done on many fronts, from foreign policy to public health to America’s economic prospects, both for the months ahead and in the long run, is astonishing. And they’re just getting started.
But whenever I talk with other people about one of these disasters, I find them arguing about how to think about what’s happening. ",https://paulkrugman.substack.com/p/incompetent-or-evil-a-false-dichotomy?utm_campaign=post&utm_medium=web&triedRedirect=true,Left
8,The Liberal Media Is SIGNALing a lot of Bullcrap Right Now,"Only liberal America could be more upset over an encrypted messenger app slip-up than a shambolic exit from Afghanistan that got Americans killed. Democrats think they smell blood in the water, as the media-manufactured fallout from the leaked Signal chat story continues to make the Left all giddy over nothing. 
National Security Adviser Michael Waltz set up a chat with top officials, including Secretary of Defense Pete Hegseth, about anti-Houthi operations and accidentally added notorious anti-Trump fake news writer Jeffrey Goldberg. The editor-in-chief of The Atlantic claimed top-secret war plans...",https://townhall.com/columnists/mattvespa/2025/03/28/the-liberal-media-is-signaling-a-lot-of-bullcrap-signals-right-now-n2654629,Right
9,GOP lawmakers warn against federal records destruction in Signal chats,"Republican senators are warning that any conversation taking place between senior Trump administration officials over the commercial app, Signal, needs to be preserved to determine whether classified information was compromised and to comply with the Federal Records Act.
Senate Armed Services Committee Chairman Roger Wicker (R-Miss.) says he’s working on a letter with Sen. Jack Reed (D-R.I.), the ranking member of the Armed Services Committee, instructing the Trump administration to preserve all the records related to a Signal chat among senior officials about a military strike on Houthi rebels.
“We’re working on a different...",https://thehill.com/homenews/senate/5218725-trump-administration-signal-controversy/,Center
10,"‘If We Don’t Get Our S--t Together, Then We Are Going to Be in a Permanent Minority’","Days after President Donald Trump took office for the second time, a boatload of candidates vying to lead the Democratic National Committee crammed into a Washington auditorium plastered with MSNBC logos.
This was their last big forum before the vote to make the case that they had what it took to rescue their party from irrelevance.
The moderators called on a little-known contender, Quintessa Hathaway, to deliver the first opening statement. “I just want to give you all a little bit of something that’s been on my heart,” she told...",https://www.politico.com/news/magazine/2025/03/28/2024-election-democrats-kamala-harris-00230631,Lean Left
11,Tariffs Are Bad News for U.S. Automakers,"Who knows what is best for a business? Its owners or the government? Since the Trump administration announced plans to impose a 25 percent tariff on imports of autos and auto parts into the U.S., the stocks of GM, Ford, and Stellantis have all fallen. Tellingly, Stellantis (which includes Chrysler in a portfolio of carmakers, including Fiat, Peugeot, and others) was down by the least, perhaps because investors believe the tariffs would end up hurting the big, traditional American automakers the most. Tesla’s stock was up slightly. The cars Tesla sells in the...",https://www.nationalreview.com/2025/03/tariffs-are-bad-news-for-u-s-automakers/,Lean Right
12,Posts Make Unsupported Claims About Origin of Texas Measles Outbreak,"In 2000, following widespread vaccination, the U.S. eliminated measles, a highly contagious disease that can cause serious health complications. With elimination, measles no longer circulates regularly in the country, but outbreaks still occur when travelers are infected abroad and then encounter pockets of susceptible people. Most often, the travelers are unvaccinated and returning to the U.S.
The measles vaccine, which is administered in two doses as part of the measles, mumps and rubella, or MMR, vaccine, is safe and highly effective. To generate robust protection, the vaccine uses a live but weakened version of the measles virus. There’s no...",https://www.factcheck.org/2025/03/posts-make-unsupported-claims-about-origin-of-texas-measles-outbreak/,Lean Left
13,Donald Trump moves to end union rights for many government agency employees – US politics live,"We start with news that president Donald Trump has signed an executive order limiting numerous federal workers from unionising and ordering the government to stop engaging in any collective bargaining.
A memo from the Office of Personnel Management (OPM) references an order from Trump but also provides a fact sheet, setting out the rationale for such a move, The Hill reports.
It reads: “President Trump is taking action to ensure that agencies vital to national security can execute their missions without delay and protect the American people.”",https://www.theguardian.com/us-news/live/2025/mar/28/donald-trump-white-house-washington-latest-live-us-politics-news,Left
14,Netanyahu Calls Antisemitism a Global Disease as U.S. Battles Houthi Missile Threats,"Israeli Prime Minister Benjamin Netanyahu on Thursday called antisemitism a global ""disease"" affecting the world, including on U.S. campuses, which Congress is working to combat. The U.S. is also targeting the Iranian-backed Houthis in Yemen as they continue launching missiles at Israel.
Israelis ran for cover Thursday afternoon as two more missiles were fired from Yemen in the middle of the day targeting Jerusalem and central Israel. Interceptors shot both of them down.
The U.S. continues to urge Israel not to strike back at the Houthis, instead allowing American forces to respond. For two weeks, the U.S....",https://cbn.com/news/israel/netanyahu-calls-antisemitism-global-disease-us-battles-houthi-missile-threats,Right
15,Ukraine says mineral deal not final; summary shows US demands more income,"The terms of a mineral deal between Ukraine and the U.S. have not yet been finalised, Ukrainian officials said on Friday, after a summary of Washington's latest offer suggested it was demanding all of Ukraine's natural resources income for years.
The latest U.S. proposal would require Kyiv to send Washington all profit from a fund controlling Ukrainian resources until Ukraine had repaid all American wartime aid, plus interest, according to the summary, reviewed by Reuters.
Ukrainian Deputy Prime Minister Yulia Svyrydenko told lawmakers that Kyiv would issue its position on the new...",https://www.reuters.com/world/europe/putin-suggests-temporary-administration-ukraine-end-war-2025-03-28/,Center
16,Trump executive order seeks to 'restore' American history through Smithsonian overhaul,"President Donald Trump signed an executive order on Thursday directing Vice President JD Vance to eliminate ""divisive race-centered ideology"" from Smithsonian museums, educational and research centers, and the National Zoo.
Titled ""Restoring Truth and Sanity to American History,"" the order states, ""Once widely respected as a symbol of American excellence and a global icon of cultural achievement, the Smithsonian Institution has, in recent years, come under the influence of a divisive, race-centered ideology. This shift has promoted narratives that portray American and Western values as inherently harmful and oppressive."" It...",https://www.npr.org/2025/03/27/nx-s1-5342914/smithsonian-president-trump-executive-order,Lean Left
0,Appeals court denies DOJ bid to block return of Kilmar Abrego Garcia from El Salvador prison,"A federal appeals court on Thursday denied the Trump administration's emergency request to block a judge’s order requiring the U.S. government to return Kilmar Abrego Garcia, an illegal immigrant from El Salvador with a violent criminal history and alleged gang ties, who was deported to the El Salvadoran mega prison ""Terrorism Confinement Center"" (CECOT) last month.
The ruling allows the lower court’s order to move forward for now.
The case involves Abrego Garcia, a ""Maryland man"" who was deported but whose return was ordered by a district judge after a recent...",https://www.foxnews.com/politics/appeals-court-denies-doj-bid-block-return-kilmar-abrego-garcia-el-salvador-prison.amp,Right
1,NATO Ally's 'Invisible' Weapon Takes Down Drone Swarms for First Time,"British soldiers have successfully trialed a new radio frequency directed energy weapon (RFDEW) designed to take out incoming attacks involving large numbers of drones, the U.K. government has said.
Why It Matters
The world has watched on as the rapid pace of drone development quickly came to define the war in Ukraine, changing how modern militaries would fight wars going forward.
As drone technologies matures, so too do counter-drone systems and techniques designed to knock uncrewed aerial vehicles (UAVs) from the skies.",https://www.newsweek.com/drones-radio-wave-directed-energy-weapon-test-uk-defense-ministry-swarm-tactics-ukraine-2060467,Center
2,American doctor receives email from immigration officials telling her to leave the country immediately,"A doctor born in the United States says she received an email from federal immigration authorities demanding that she leave the country immediately.
Lisa Anderson, a physician from Cromwell, Connecticut, told NBC Connecticut on Wednesday that she recently received a letter from the Department of Homeland Security telling her, “It is time for you to leave the United States.""
Immigration authorities have been pushing noncitizens to leave of their own volition, or “self-deport,” as the number of deportations remains at similar levels to last year.
But Anderson, 58, was born in Pennsylvania and...",https://www.nbcnews.com/news/amp/rcna201698,Lean Left
3,"Trump hints end of tariff spat with China may be in sight, says TikTok deal must wait","President Donald Trump hinted Thursday evening that there is a potential end in sight to the back-and-forth tariff hikes between the U.S. and China as well as a possible deal on the horizon for the fate of TikTok.
When speaking with reporters at the White House, Trump said officials believed to be representing the Chinese leader, Xi Jinping, had sought to start talks.",https://www.foxbusiness.com/politics/trump-hints-end-tariff-spat-china-may-sight-says-tiktok-deal-must-wait,Lean Right
4,Is Trump’s immigration clampdown working?,"Donald Trump has been back in office for less than three months, and already the immigration landscape has shifted dramatically. According to a March report from the New York Post, Immigration and Customs Enforcement (ICE) has arrested more than 113,000 immigrants and deported over 100,000 since 20 January — nearly 1,430 per day. The message is simple: leave now, or face removal with jail time.
That’s a staggering reversal from the Joe Biden years, when enforcement all but collapsed. From October 2022 through September 2024, the ICE deported just 313,630 illegal immigrants, averaging only 287...",https://unherd.com/newsroom/is-trumps-immigration-clampdown-working/,Center
5,Musk’s Unsupported Claim to Have Unveiled Massive Illegal Voting by Noncitizens,"Elon Musk and the Department of Government Efficiency he leads claim to have unearthed evidence to prove a longstanding conspiracy theory about Democrats orchestrating illegal voting by noncitizens on a scale large enough to swing national elections in their favor. But voting experts say the claims are highly dubious, and DOGE hasn’t released any evidence.
The allegation is pretty straightforward — but DOGE’s data may not be telling the whole story. Antonio Gracias, a private equity investor who is working with DOGE, said the DOGE team matched Social Security numbers...",https://www.factcheck.org/2025/04/musks-unsupported-claim-to-have-unveiled-massive-illegal-voting-by-noncitizens/,Lean Left
6,Sneak attack: How biased Wikipedia twisted the truth about JD Vance,"Wikipedia has become a powerful weapon in the left’s political arsenal. Initially launched to democratize access to information, it has debased itself through partisanship.
No longer a straightforward source of facts, Wikipedia today is pure left-wing propaganda — and its intense campaign against Vice President JD Vance is just the latest example of its bias.
The Media Research Center’s Free Speech America division has previously reported how Wikipedia’s editors aggressively deployed the platform against nearly all of President Donald Trump’s high-level Cabinet nominees, including now-Defense Secretary Pete Hegseth and FBI Director Kash Patel,...",https://nypost.com/2025/04/17/opinion/how-bias-wikipedia-twisted-the-truth-about-jd-vance/,Lean Right
7,Robert F. Kennedy Jr.’s Claims About Fluoride and IQ Are Unfounded,"During President Donald Trump’s televised Cabinet meeting on April 10, Department of Health and Human Services (HHS) Secretary Robert F. Kennedy said that scientific research indicates that exposure to fluoride, a common mineral that helps prevent tooth decay, is associated with IQ loss in children. 
“We are working at HHS to advance your agenda to make America healthy again,” Kennedy told Trump at the meeting. “I’m working with [Environmental Protection Agency Administrator] Lee Zeldin on—to reassess the fluoride rules based upon the August release by the National Toxicity Program of new science that shows...",https://thedispatch.com/article/robert-f-kennedy-jr-s-claims-about-fluoride-and-iq-are-unfounded/,Center
8,Judge blocks administration from deporting noncitizens to 3rd countries without due process,"A federal judge on Friday blocked the Trump administration from deporting noncitizens to countries other than their place of origin without due process.
U.S. District Judge Brian Murphy issued an injunction that bars the Trump administration from deporting any noncitizen to a country not explicitly mentioned in their order or removal without first allowing them to raise concerns about their safety.",https://abcnews.go.com/US/judge-blocks-administration-deporting-noncitizens-3rd-countries-due/story?id=120951918,Lean Left
9,Hegseth and Noem Decide on Insurrection Act Guidance for Trump: Report,"Defense Secretary Pete Hegseth and Homeland Security Secretary Kristi Noem are not planning to recommend that President Donald Trump invoke the Insurrection Act to address conditions at the southern border, multiple U.S. officials told CNN.
Newsweek has reached out to the Department of Homeland Security (DHS) via email on Friday afternoon for comment.",https://www.newsweek.com/hegseth-noem-decide-insurrection-act-guidance-trump-report-2061659,Center
10,Supreme Court blocks new deportations of Venezuelans in Texas under 18th century Alien Enemies Act,"The U.S. Supreme Court issued a ruling early Saturday morning blocking, at least for now, the deportations of any Venezuelans held in northern Texas under an 18th century wartime law.
The justices instructed the Trump administration not to remove Venezuelans held in Texas' Bluebonnet Detention Center ""until further order of this court.""",https://www.foxnews.com/politics/supreme-court-blocks-new-deportations-venezuelans-texas-under-18th-century-alien-enemies-act,Right
11,"Sean 'Diddy' Combs appears in court, loses bid to delay sex-crimes trial","The federal government's sex-crimes case against Sean ""Diddy"" Combs will soon be underway, underscoring an urgent push to hold one of the music industry's most prominent figures accountable.
U.S. District Judge Arun Subramanian ruled Friday against Combs' defense team's request to push back the start of his federal trial. At a roughly two-hour hearing April 18, Combs was seen smiling and waving to a few people as he exited the courtroom, including his mother, after a more emotionally subdued hearing than a previous one in March. ",https://www.usatoday.com/story/entertainment/celebrities/2025/04/18/diddy-news-court-appearance-sean-combs/83117030007/,Lean Left
0,Newsom and Walz have revealing conversation about Democrats’ future,"A quirky podcast conversation between Govs. Gavin Newsom (D-CA) and Tim Walz (D-MN) revealed an important divide within the Democratic Party as it seeks to regain power.
Newsom kept urging Democrats to find ways to win back the voters they lost to President Donald Trump and the Republicans. Walz, the unsuccessful 2024 Democratic nominee for vice president, suggested the party find new ways to fight Trump and his allies.
It’s one of the most important debates taking place among Democrats after they lost the White House and the Senate last year. Their House majority was wiped away in the 2022 midterm elections....",https://www.washingtonexaminer.com/news/entertainment/3355384/newsom-walz-revealing-conversation-democrat-future-podcast/,Lean Right
1,"George Foreman, the fearsome heavyweight who became a beloved champion, dies at 76","George Foreman became the heavyweight champion of the world in his 20s, only to lose his belt to Muhammad Ali in perhaps the most memorable fight in boxing history.
A full 20 years later in 1994, the 45-year-old Foreman became the oldest man to win the heavyweight championship, throwing one perfect combination to steal Michael Moorer’s title in an epic upset.",https://apnews.com/article/george-foreman-obituary-boxing-891330d63b5b0eb7b62ec98e0c730fef,Left
2,"George Foreman, American boxing legend and entrepreneur, dead at 76","George Foreman, heavyweight boxing icon and business entrepreneur, died on Friday night.
He was 76 years old.
The International Boxing Hall of Famer’s family announced the news on his Instagram page.",https://nypost.com/2025/03/21/sports/george-foreman-american-boxing-legend-and-entrepreneur-dead-at-76/,Lean Right
3,Trump rescinds order targeting law firm after it makes $40m promise,"President Donald Trump has rescinded an executive order targeting a prestigious international law firm after it promised to abandon diversity policies and provide $40m (£31m) worth of free legal work to support White House initiatives.
Paul, Weiss, Rifkind, Wharton & Garrison LLP is a multinational law firm headquartered in New York that has many high-profile clients.",https://www.bbc.com/news/articles/c2d4kex0w2ro,Center
0,Trump’s Cuts Are Unmaking American Greatness,"The losses we now face as Americans are dizzying and hard to even track, much less emotionally process — so much so that it’s easy to lose track of what’s at stake in the fight with oligarchs Elon Musk and Donald Trump: some of the greatest working-class achievements of the twentieth century.
Oddly for someone currently laying waste to those achievements, Trump has an instinctive grasp of how much they matter. In his quasi-State of the Union address several weeks ago, rhapsodizing eloquently about the wonders of America, he singled...",https://jacobin.com/2025/03/trump-musk-cuts-american-greatness,Left
1,Trump's Attack on the Courts Channels the Worst of Theodore Roosevelt,"Theodore Roosevelt hated the idea of unelected judges stopping him and his allies in the Progressive movement from wielding government power as they saw fit. So Roosevelt advocated stripping the courts of their independence by subjecting both judges and judicial decisions to recall by popular vote.
""When a judge decides a constitutional question,"" Roosevelt argued in 1912, ""the people should have the right to recall that decision if they think it is wrong."" It must be ""made much easier than it now is to get rid, not merely of a bad...",https://reason.com/2025/03/25/trumps-attack-on-the-courts-channels-the-worst-of-theodore-roosevelt/,Center
2,World Athletics federation announces mandatory gender testing for female athletes: 'Absolutely the way to go',"The governing body said cheek or 'dry blood tests' would likely be the type of testing used.
World Athletics announced it will begin mandatory gender testing for female athletes in order to protect the integrity of women's sports.
The organization formerly known as the International Association of Athletics Federations revealed at a press conference that after a comprehensive review, it was ready to move forward with gender tests in order to ensure female athletes at their events are indeed female.",https://www.theblaze.com/fearless/world-athletics-association-gender-testing,Right
3,Dollar Tree to Sell Family Dollar Business for $1 Billion,"Dollar Tree agreed to a sale of its Family Dollar business to a consortium of private-equity investors for roughly $1 billion, in a bid to unlock value and continue on its turnaround plans under fresh leadership. 
The details
The discount-retail chain is set to be acquired by Brigade Capital Management and Macellum Capital Management, the company announced Wednesday, confirming an earlier report from The Wall Street Journal.",https://www.wsj.com/business/retail/dollar-tree-to-sell-family-dollar-business-for-1-billion-eb3e6aa4,Center
4,Fact Check Team: Understanding President Trump's education overhaul and budget cuts,"Concerns and questions are mounting following President Donald Trump's signing of an executive order to begin dismantling the Department of Education and shift control to the states. While the order initiates the process, it would take an act of Congress to completely shut the department down.
""I agree with President Trump that the Department of Education has failed its mission. Since the Department can only be shut down with Congressional approval, I will support the President’s goals by submitting legislation to accomplish this as soon as possible,"" Senator Bill Cassidy, R-La., posted Thursday...",https://thenationaldesk.com/top-videos/understanding-president-trump-education-overhaul-and-budget-cuts-doe-linda-mcmahon-school-lunch-sba-student-loans,Right
5,Trump takes credit for a boost in military recruiting started under Biden,"“We have had record people wanting to join our military in the last 2½ months literally since this — I think probably since the election November 5th. But especially since we came to office and since I announced Pete. He’s young, he’s smart, he’s strong, he loves it, and they love him. But we’ve had record numbers of people wanting to join our military. Now if you go back six months, it was the exact opposite. You had record numbers of people not wanting to join the military. Now you...",https://www.washingtonpost.com/politics/2025/03/26/trump-military-recruiting-fact-checker/,Lean Left
6,Los Angeles Considers Requiring Businesses to Report ICE Activity,"Council members also proposed mandating companies inform workers of their rights amid increased immigration enforcement. LOS ANGELES—The City Council approved a package of motions Wednesday aimed at protecting legal and illegal immigrants in Los Angeles amid a federal crackdown on illegal immigration and threats to so-called sanctuary cities. In a 10–0 vote, council members instructed staff to report back on policies that would require businesses to notify the city of all Immigration and Customs Enforcement (ICE) activity, as well as to inform workers of their rights ahead of potential raids....",https://theepochtimes.com/us/los-angeles-considers-requiring-businesses-to-report-ice-activity-5831859,Lean Right
7,What deportation ruling means for Donald Trump's immigration plans,"Based on facts, either observed and verified firsthand by the reporter, or reported and verified from knowledgeable sources. A federal appeals court panel denied President Donald Trump's request to have a restraining order overturned Wednesday, which stopped his administration from deporting suspected Venezuelan gang members without a court hearing. The appeals court ruling doesn't completely stop Trump's ability to deport people, he just can't use the Alien Enemy's Act (AEA) as the justification with regards to the plaintiffs listed in the case. The restraining order is also only in place...",https://newsweek.com/donald-trump-deportation-ruling-immigration-tren-de-aragua-2049662,Center
8,Texas students sued to keep their drag show on campus. They won.,"Sophia Ahmed delivered the news on Monday with a two-word message in all capital letters: “WE WON.” A court had ruled that the annual, on-campus drag show she and classmates at Texas A&M University had organized could still happen this Thursday. Since May, the students had booked a theater, selected performers and started selling tickets — plans the university system interrupted last month by banning drag events on its campuses, citing President Donald Trump’s “Day 1” executive order on gender ideology. Blocking the show “because it offends some members of...",https://washingtonpost.com/nation/2025/03/26/texas-university-drag-show,Lean Left
9,Democrats take GOP-held seat in Pennsylvania election,"Democrats flipped a Republican seat in Pennsylvania’s state Senate, continuing their run of overperformances in special elections. James Malone, a mayor in the Lancaster County district that was vacated by Sen. Dave McCormick’s new chief of staff, narrowly beat a Republican county commissioner; the same district had voted for Donald Trump by 15 points last year.",https://www.semafor.com/article/03/25/2025/democrats-take-gop-held-seat-in-pennsylvania-election,Lean Left
10,EU Commission urges stockpiling of emergency supplies,"The European Commission said on Wednesday that Europe should enhance stockpiling of critical equipment and encourage the public to maintain sufficient supplies for at least 72 hours in case of emergencies.
The Commission said in its new EU Preparedness Union Strategy that the bloc is preparing for risks such as natural disasters, cyberattacks and geopolitical crises including the possibility of armed aggression against EU countries.",https://www.reuters.com/world/europe/eu-commission-urges-stockpiling-emergency-supplies-2025-03-26/,Center
11,Kristi Noem tours El Salvador’s hell-hole CECOT prison ahead of negotiations for more gangbanger deportation flights,"US Homeland Security Secretary Kristi Noem arrived in El Salvador Wednesday to tour the notoriously hellish prison housing alleged gang members deported by the Trump administration — and she’s expected to ask the Central American country’s president to make more room.
Noem, 53, arrived at the Terrorism Confinement Center (CECOT), where 250 suspected Tren de Aragua and MS-13 gang members were shipped from the US by President Trump earlier this month.
They joined 15,000 inmates already held at the infamous lockup — which is known for deliberately dehumanizing conditions intended to serve as the...",https://nypost.com/2025/03/26/us-news/kristi-noem-tours-el-salvadors-hell-hole-cecot-prison-ahead-of-negotiations-for-more-gangbanger-deportation-flights/,Lean Right
12,"Vehicle Carrying 4 U.S. Soldiers Is Found in a Lithuanian Swamp, Officials Say","A heavy vehicle that was carrying four U.S. Army soldiers has been found submerged in a swamp in Lithuania, a day after the soldiers disappeared while on a training mission, the U.S. military said on Wednesday.
The vehicle was discovered after a search by the U.S. Army, the Lithuanian military and other Lithuanian authorities, the U.S. military said in a statement. The soldiers have not been found.",https://www.nytimes.com/2025/03/26/world/europe/us-army-soldiers-missing-lithuania.html,Lean Left
13,"FBI Confirms Chrome, Edge, Safari Warning—Stop Using These Websites","The raft of recent FBI warnings hitting smartphone and computer users should not be a surprise. The threat landscape is rapidly worsening, whether from Chinese hackers penetrating U.S. networks or unpaid toll scams spiraling out of control. And much more dangerous AI-fueled attacks will soon turn all this up to eleven.
As I reported last week, the bureau is now warning website users to beware “a scam involving free online document converter tools,” with criminals using “converter tools to load malware onto victims’ computers, leading to incidents such as ransomware.”",https://www.forbes.com/sites/zakdoffman/2025/03/27/fbi-warns-chrome-edge-safari-users-check-this-to-stop-attacks/,Center
14,House Judiciary Chair Jim Jordan lays out sweeping agenda for judicial reform,"As President Donald Trump faces stiff challenges from federal judges across the country, House Judiciary Committee Chairman Jim Jordan, R-Ohio, is laying out a sweeping agenda for judicial reform to rein in judges that he says are being overtly political.",https://justthenews.com/government/congress/house-judiciary-chair-jim-jordan-lays-out-sweeping-agenda-judicial-reform,Lean Right
15,Trump Admin Needs to Reverse Biden Wokeness and Weaponization,"The weaponization of government was probably the hallmark of the administration of Joe Biden. OK, the weaponization of government and senile, incoherent ramblings were the hallmarks. While the senile ramblings are gone, the infrastructure of that weaponization remains fully entrenched in agencies across the federal government. President Donald Trump needs to remove any and everyone involved in the effort to not only use the power of government against him for political purposes, but against any American.
Weaponization of government is more than just filing bogus charges or creating new laws...",https://townhall.com/columnists/derekhunter/2025/03/27/government-needs-to-root-out-wokeness-all-the-way-down-to-the-root-n2654509,Right
16,Viral Posts Share Phony ‘Leaked’ Audio of Vance Criticizing Musk,"In an interview with NBC News aboard Air Force Two on March 14, Vice President JD Vance said that White House adviser Elon Musk has made “mistakes” in his role with the Department of Government Efficiency, or DOGE, which has been tasked with reducing the federal workforce and government spending.
“Elon himself has said that sometimes you do something, you make a mistake, and then you undo the mistake. I’m accepting of mistakes,” Vance told NBC News. “I also think you have to quickly correct those mistakes,” the vice president said.
More recently,...",https://www.factcheck.org/2025/03/viral-posts-share-phony-leaked-audio-of-vance-criticizing-musk/,Lean Left
